Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,registration_year,owner_type,car_condition,insurance_status,accident_history,city
18821,Maruti Baleno,Maruti,Baleno,4,54000,Dealer,Petrol,Manual,21.4,1197,83.1,5,580000,2022,Second Owner,Good,Expired,No,Lucknow
18822,Hyundai i20,Hyundai,i20,9,53000,Dealer,Diesel,Manual,21.9,1396,90.0,5,385000,2017,Third Owner,Good,Expired,No,Jaipur
18824,Mahindra Scorpio,Mahindra,Scorpio,4,110000,Individual,Diesel,Manual,15.4,1997,120.0,7,800000,2022,First Owner,Excellent,Active,No,Chennai
18825,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000,2022,First Owner,Good,Active,Yes,Mumbai
18826,Hyundai i10,Hyundai,i10,12,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,130000,2014,First Owner,Excellent,Expired,No,Kolkata
18827,Datsun GO,Datsun,GO,6,27000,Dealer,Petrol,Manual,19.44,1198,67.0,7,295000,2020,First Owner,Good,Active,No,Bangalore
18828,Toyota Fortuner,Toyota,Fortuner,4,20000,Individual,Diesel,Automatic,15.04,2755,174.5,7,3300000,2022,First Owner,Excellent,Active,No,Hyderabad
18829,Toyota Fortuner,Toyota,Fortuner,3,65000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2800000,2023,First Owner,Good,Active,No,Hyderabad
18830,Hyundai i20,Hyundai,i20,8,65000,Dealer,Diesel,Manual,21.9,1396,88.76,5,475000,2018,First Owner,Excellent,Active,No,Jaipur
18831,Ford Figo,Ford,Figo,8,97358,Dealer,Diesel,Manual,20.0,1399,68.05,5,365000,2018,First Owner,Poor,Active,Yes,Mumbai
18832,Mahindra Scorpio,Mahindra,Scorpio,8,40000,Individual,Diesel,Manual,14.0,2523,75.0,8,550000,2018,First Owner,Good,Active,No,Pune
18834,Maruti Alto,Maruti,Alto,14,60000,Individual,Petrol,Manual,19.7,796,46.3,5,80000,2012,First Owner,Poor,Expired,Yes,Pune
18836,Maruti Wagon R,Maruti,Wagon R,3,57000,Dealer,CNG,Manual,32.52,998,58.33,5,435000,2023,Second Owner,Fair,Active,No,Pune
18837,Maruti Baleno,Maruti,Baleno,4,43318,Dealer,Petrol,Automatic,19.56,1197,81.8,5,750000,2022,First Owner,Excellent,Active,No,Pune
18838,Maruti Alto,Maruti,Alto,5,6800,Individual,Petrol,Manual,24.7,796,47.3,5,300000,2021,First Owner,Good,Active,No,Bangalore
18839,Hyundai Creta,Hyundai,Creta,4,32000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1125000,2022,First Owner,Good,Active,No,Pune
18840,Maruti Alto,Maruti,Alto,10,32000,Dealer,Petrol,Manual,20.92,998,67.1,5,200000,2016,First Owner,Fair,Active,No,Pune
18841,BMW 5,BMW,5,10,63000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1590000,2016,Third Owner,Good,Active,No,Lucknow
18842,Toyota Innova,Toyota,Innova,2,38000,Individual,Diesel,Manual,13.68,2393,147.8,8,1700000,2024,Second Owner,Good,Expired,No,Jaipur
18843,Hyundai i20,Hyundai,i20,3,32300,Individual,Diesel,Manual,21.19,1396,88.73,5,800000,2023,Third Owner,Fair,Active,Yes,Hyderabad
18844,Hyundai Verna,Hyundai,Verna,3,69000,Dealer,Diesel,Manual,22.0,1582,126.2,5,1200000,2023,First Owner,Good,Active,No,Jaipur
18845,Hyundai i20,Hyundai,i20,5,57000,Individual,Diesel,Manual,22.54,1396,88.73,5,530000,2021,Second Owner,Good,Active,No,Kolkata
18846,Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,2021,First Owner,Poor,Active,No,Pune
18847,Maruti Ertiga,Maruti,Ertiga,4,40000,Individual,Petrol,Automatic,17.03,1373,91.1,7,720000,2022,First Owner,Excellent,Active,No,Chennai
18848,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000,2015,Second Owner,Excellent,Expired,No,Delhi
18849,Maruti Alto,Maruti,Alto,4,20920,Dealer,Petrol,Manual,24.7,796,47.3,5,310000,2022,First Owner,Good,Expired,No,Bangalore
18850,Hyundai Elantra,Hyundai,Elantra,3,40000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1600000,2023,First Owner,Excellent,Active,No,Delhi
18851,Mahindra XUV500,Mahindra,XUV500,6,85000,Individual,Diesel,Manual,16.0,2179,140.0,7,1300000,2020,First Owner,Excellent,Active,Yes,Hyderabad
18852,BMW 3,BMW,3,10,75100,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1025000,2016,First Owner,Excellent,Expired,No,Chennai
18853,Hyundai Verna,Hyundai,Verna,10,54000,Dealer,Petrol,Manual,17.1,1591,121.3,5,451000,2016,First Owner,Good,Active,Yes,Jaipur
18854,Mahindra XUV500,Mahindra,XUV500,6,86000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1175000,2020,First Owner,Excellent,Active,No,Hyderabad
18855,Renault Duster,Renault,Duster,7,80000,Individual,Diesel,Manual,19.01,1461,108.45,5,710000,2019,First Owner,Excellent,Active,Yes,Hyderabad
18856,Hyundai Creta,Hyundai,Creta,4,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1140000,2022,Second Owner,Fair,Active,No,Delhi
18858,Hyundai Creta,Hyundai,Creta,6,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,910000,2020,First Owner,Good,Active,No,Jaipur
18859,Hyundai Verna,Hyundai,Verna,6,31500,Individual,Petrol,Manual,17.01,1591,121.3,5,600000,2020,Second Owner,Good,Expired,No,Pune
18860,Honda Jazz,Honda,Jazz,6,35380,Dealer,Diesel,Manual,27.3,1498,98.6,5,660000,2020,Third Owner,Excellent,Active,Yes,Hyderabad
18861,Toyota Innova,Toyota,Innova,8,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,925000,2018,First Owner,Good,Active,Yes,Bangalore
18862,Volkswagen Polo,Volkswagen,Polo,6,62000,Dealer,Diesel,Manual,20.14,1498,88.0,5,675000,2020,First Owner,Fair,Active,No,Pune
18865,BMW X1,BMW,X1,2,15000,Dealer,Diesel,Automatic,20.68,1995,188.0,5,3250000,2024,First Owner,Good,Active,No,Jaipur
18866,Honda City,Honda,City,5,27000,Individual,Petrol,Manual,17.8,1497,117.3,5,650000,2021,Second Owner,Good,Active,No,Ahmedabad
18867,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,600000,2018,Second Owner,Excellent,Active,No,Hyderabad
18869,Maruti Eeco,Maruti,Eeco,2,1500,Individual,Petrol,Manual,15.37,1196,73.0,5,380000,2024,First Owner,Excellent,Active,No,Lucknow
18870,Honda Jazz,Honda,Jazz,5,44480,Dealer,Petrol,Automatic,19.0,1199,88.7,5,625000,2021,First Owner,Excellent,Active,No,Hyderabad
18871,Honda Amaze,Honda,Amaze,8,57000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,425000,2018,First Owner,Fair,Expired,No,Bangalore
18872,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,17,126000,Dealer,Diesel,Automatic,11.0,2987,198.5,5,315000,2009,First Owner,Excellent,Active,No,Jaipur
18873,Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000,2022,First Owner,Good,Active,No,Delhi
18874,Honda City,Honda,City,6,90000,Individual,Petrol,Automatic,18.0,1497,117.3,5,750000,2020,Third Owner,Fair,Active,No,Jaipur
18875,Honda City,Honda,City,11,80000,Individual,Petrol,Automatic,16.8,1497,118.0,5,400000,2015,First Owner,Good,Active,No,Delhi
18877,Honda Jazz,Honda,Jazz,6,19567,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000,2020,First Owner,Good,Active,No,Hyderabad
18879,Maruti Baleno,Maruti,Baleno,5,60000,Individual,Petrol,Manual,21.4,1197,83.1,5,500000,2021,First Owner,Good,Active,No,Chennai
18881,Maruti Celerio,Maruti,Celerio,7,39800,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000,2019,First Owner,Excellent,Expired,No,Delhi
18882,Hyundai i10,Hyundai,i10,9,58500,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000,2017,First Owner,Good,Active,No,Delhi
18886,Maruti Ignis,Maruti,Ignis,3,33000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000,2023,First Owner,Good,Expired,No,Chennai
18887,Tata Nexon,Tata,Nexon,3,12000,Dealer,Diesel,Manual,21.5,1497,108.5,5,821000,2023,First Owner,Good,Active,No,Chennai
18888,Maruti Alto,Maruti,Alto,16,91000,Dealer,Petrol,Manual,19.7,796,46.3,5,125000,2010,First Owner,Good,Active,Yes,Pune
18890,Maruti Alto,Maruti,Alto,4,9000,Dealer,Petrol,Manual,23.95,998,67.05,5,335000,2022,First Owner,Good,Expired,No,Delhi
18891,Maruti Celerio,Maruti,Celerio,7,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000,2019,First Owner,Excellent,Active,Yes,Lucknow
18892,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,35000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,2250000,2020,Third Owner,Fair,Active,No,Bangalore
18893,Renault KWID,Renault,KWID,5,40087,Dealer,Petrol,Manual,23.01,999,67.0,5,310000,2021,First Owner,Fair,Active,No,Kolkata
18894,Renault KWID,Renault,KWID,3,50000,Individual,Petrol,Manual,25.17,799,53.3,5,300000,2023,First Owner,Good,Active,No,Pune
18896,Maruti Ertiga,Maruti,Ertiga,5,48782,Dealer,Diesel,Manual,20.77,1248,88.8,7,890000,2021,First Owner,Excellent,Active,No,Mumbai
18897,Maruti Vitara,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000,2022,First Owner,Excellent,Active,No,Delhi
18898,Maruti Swift Dzire,Maruti,Swift Dzire,1,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,800000,2025,First Owner,Excellent,Active,No,Ahmedabad
18900,Ford Figo,Ford,Figo,6,100000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000,2020,Second Owner,Poor,Active,No,Hyderabad
18901,Maruti Celerio,Maruti,Celerio,5,27521,Dealer,Petrol,Automatic,23.1,998,67.04,5,455000,2021,First Owner,Excellent,Active,No,Delhi
18902,Maruti Swift Dzire,Maruti,Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1197,85.8,5,290000,2014,Second Owner,Poor,Expired,No,Kolkata
18903,Skoda Superb,Skoda,Superb,3,37000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,2499000,2023,First Owner,Good,Active,Yes,Pune
18904,Toyota Fortuner,Toyota,Fortuner,3,68000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3000000,2023,Second Owner,Good,Active,No,Bangalore
18905,Honda Amaze,Honda,Amaze,8,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000,2018,First Owner,Good,Expired,No,Jaipur
18908,Hyundai Creta,Hyundai,Creta,4,90000,Individual,Petrol,Manual,15.29,1591,121.3,5,1180000,2022,First Owner,Good,Expired,No,Lucknow
18909,Honda Civic,Honda,Civic,2,1923,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2200000,2024,First Owner,Fair,Expired,No,Hyderabad
18910,Volkswagen Polo,Volkswagen,Polo,5,24000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,700000,2021,Second Owner,Excellent,Expired,No,Kolkata
18911,Honda City,Honda,City,7,60568,Dealer,Petrol,Manual,17.4,1497,117.6,5,650000,2019,First Owner,Good,Active,No,Pune
18912,Maruti Wagon R,Maruti,Wagon R,5,29000,Individual,Petrol,Automatic,20.51,998,67.0,5,365000,2021,First Owner,Poor,Active,Yes,Bangalore
18913,Tata Nexon,Tata,Nexon,3,23962,Dealer,Petrol,Automatic,17.0,1198,108.5,5,875000,2023,Third Owner,Good,Active,No,Jaipur
18918,Maruti Ciaz,Maruti,Ciaz,3,27000,Dealer,Diesel,Manual,28.09,1248,88.5,5,965000,2023,First Owner,Good,Expired,No,Bangalore
18919,Maruti Baleno,Maruti,Baleno,4,55000,Dealer,Diesel,Manual,27.39,1248,74.0,5,675000,2022,First Owner,Good,Expired,No,Mumbai
18920,Maruti Vitara,Maruti,Vitara,3,28900,Dealer,Diesel,Automatic,24.3,1248,88.5,5,895000,2023,Second Owner,Excellent,Expired,No,Chennai
18921,Skoda Rapid,Skoda,Rapid,7,72000,Dealer,Diesel,Manual,20.5,1598,103.5,5,485000,2019,First Owner,Excellent,Expired,No,Chennai
18923,Maruti Celerio,Maruti,Celerio,6,15000,Dealer,Petrol,Manual,23.1,998,67.04,5,475000,2020,First Owner,Excellent,Expired,No,Jaipur
18928,Renault Duster,Renault,Duster,6,66000,Dealer,Diesel,Manual,20.46,1461,83.8,5,625000,2020,First Owner,Excellent,Active,No,Bangalore
18929,Maruti Swift,Maruti,Swift,13,73000,Dealer,Diesel,Manual,17.8,1248,75.0,5,250000,2013,Second Owner,Excellent,Expired,No,Chennai
18930,Honda City,Honda,City,5,49590,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000,2021,First Owner,Fair,Active,Yes,Lucknow
18933,Mahindra Scorpio,Mahindra,Scorpio,15,122524,Dealer,Diesel,Manual,12.05,2179,120.0,8,265000,2011,Second Owner,Good,Active,No,Bangalore
18934,Skoda Rapid,Skoda,Rapid,9,100000,Individual,Petrol,Manual,15.0,1598,103.6,5,300000,2017,First Owner,Excellent,Active,No,Jaipur
18935,Hyundai i20,Hyundai,i20,6,50000,Individual,Diesel,Manual,22.54,1396,88.73,5,680000,2020,Fourth+ Owner,Excellent,Expired,No,Lucknow
18936,Honda Civic,Honda,Civic,12,66000,Dealer,Petrol,Manual,13.5,1799,130.0,5,275000,2014,Third Owner,Good,Expired,No,Hyderabad
18937,Hyundai i10,Hyundai,i10,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,180000,2015,Third Owner,Excellent,Expired,No,Bangalore
18938,Maruti Swift Dzire,Maruti,Swift Dzire,6,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000,2020,Second Owner,Good,Active,No,Lucknow
18939,Volkswagen Polo,Volkswagen,Polo,4,28000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,860000,2022,First Owner,Excellent,Active,No,Jaipur
18940,Hyundai Verna,Hyundai,Verna,10,47000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,450000,2016,First Owner,Excellent,Active,No,Chennai
18941,Maruti Celerio,Maruti,Celerio,2,50000,Individual,CNG,Manual,31.79,998,58.33,5,390000,2024,Second Owner,Excellent,Expired,Yes,Mumbai
18942,Maruti Celerio,Maruti,Celerio,6,50000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000,2020,First Owner,Excellent,Active,No,Chennai
18944,Audi A4,Audi,A4,4,28049,Dealer,Diesel,Automatic,18.25,1968,187.74,5,3100000,2022,First Owner,Fair,Active,No,Mumbai
18945,Ford Figo,Ford,Figo,3,43266,Dealer,Petrol,Manual,18.16,1196,86.8,5,620000,2023,First Owner,Excellent,Expired,No,Pune
18946,Maruti Baleno,Maruti,Baleno,4,27232,Dealer,Petrol,Manual,21.1,998,100.5,5,695000,2022,First Owner,Good,Active,No,Pune
18947,Maruti Vitara,Maruti,Vitara,3,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,799000,2023,First Owner,Good,Active,No,Pune
18948,Hyundai i20,Hyundai,i20,7,100000,Individual,Petrol,Manual,18.6,1197,81.83,5,515000,2019,First Owner,Fair,Active,No,Ahmedabad
18949,Hyundai Creta,Hyundai,Creta,4,7900,Dealer,Petrol,Manual,15.29,1591,121.3,5,1175000,2022,First Owner,Good,Active,No,Kolkata
18950,Hyundai Verna,Hyundai,Verna,5,78000,Dealer,Diesel,Manual,23.9,1582,126.2,5,751000,2021,First Owner,Fair,Active,No,Bangalore
18951,Maruti Alto,Maruti,Alto,7,60000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000,2019,First Owner,Good,Active,No,Chennai
18952,Audi A4,Audi,A4,9,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1265000,2017,First Owner,Fair,Active,Yes,Ahmedabad
18953,Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000,2021,Third Owner,Excellent,Expired,No,Delhi
18954,Maruti Alto,Maruti,Alto,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5,245000,2015,Third Owner,Excellent,Active,No,Ahmedabad
18955,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,9,63000,Dealer,Petrol,Automatic,13.0,2987,210.0,5,1999000,2017,First Owner,Good,Active,Yes,Kolkata
18956,Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000,2022,First Owner,Excellent,Active,Yes,Bangalore
18957,Hyundai i20,Hyundai,i20,3,28061,Dealer,Petrol,Automatic,15.0,1396,100.0,5,825000,2023,First Owner,Excellent,Expired,No,Bangalore
18958,Hyundai i20,Hyundai,i20,6,58000,Dealer,Diesel,Manual,22.54,1396,88.73,5,490000,2020,First Owner,Good,Active,No,Lucknow
18959,Ford Ecosport,Ford,Ecosport,7,61000,Dealer,Petrol,Manual,15.8,1499,110.0,5,530000,2019,Second Owner,Good,Active,No,Bangalore
18960,Maruti Vitara,Maruti,Vitara,4,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000,2022,First Owner,Excellent,Expired,No,Bangalore
18961,Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,23.95,998,67.1,5,300000,2020,First Owner,Good,Active,No,Jaipur
18963,Maruti Swift Dzire,Maruti,Swift Dzire,4,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,700000,2022,Second Owner,Excellent,Active,No,Jaipur
18964,Maruti Celerio,Maruti,Celerio,6,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000,2020,Third Owner,Fair,Active,No,Lucknow
18965,BMW 7,BMW,7,7,48000,Dealer,Diesel,Automatic,16.46,2993,258.0,5,3350000,2019,Second Owner,Excellent,Active,No,Hyderabad
18966,Toyota Fortuner,Toyota,Fortuner,10,140000,Dealer,Diesel,Manual,11.5,2982,171.0,7,925000,2016,Second Owner,Good,Active,No,Pune
18967,Datsun GO,Datsun,GO,6,56000,Dealer,Petrol,Manual,19.44,1198,67.0,7,395000,2020,First Owner,Good,Active,No,Pune
18968,Ford Ecosport,Ford,Ecosport,5,20000,Individual,Petrol,Manual,15.85,1499,110.4,5,620000,2021,First Owner,Poor,Active,No,Delhi
18969,Hyundai i20,Hyundai,i20,9,80000,Dealer,Petrol,Manual,17.0,1197,80.0,5,350000,2017,First Owner,Excellent,Active,No,Ahmedabad
18970,Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,23.95,998,67.05,5,250000,2019,Third Owner,Excellent,Expired,No,Mumbai
18972,Hyundai i20,Hyundai,i20,3,12000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,890000,2023,Second Owner,Good,Active,No,Kolkata
18973,Volkswagen Vento,Volkswagen,Vento,4,23000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,840000,2022,First Owner,Excellent,Active,No,Pune
18974,Maruti Alto,Maruti,Alto,11,80000,Dealer,Petrol,Manual,20.92,998,67.1,5,160000,2015,Second Owner,Good,Active,No,Jaipur
18975,Toyota Innova,Toyota,Innova,3,80000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000,2023,Second Owner,Poor,Active,No,Delhi
18976,Maruti Wagon R,Maruti,Wagon R,4,66807,Dealer,CNG,Manual,26.2,998,58.2,5,410000,2022,First Owner,Excellent,Active,No,Delhi
18978,Datsun RediGO,Datsun,RediGO,5,64968,Dealer,Petrol,Manual,22.7,799,53.64,5,250000,2021,Fourth+ Owner,Fair,Expired,Yes,Kolkata
18979,BMW 7,BMW,7,8,63000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,2250000,2018,Second Owner,Excellent,Active,No,Lucknow
18981,Ford Figo,Ford,Figo,7,63000,Dealer,Diesel,Manual,20.0,1399,68.05,5,450000,2019,First Owner,Excellent,Expired,No,Hyderabad
18982,Mahindra Scorpio,Mahindra,Scorpio,7,155000,Individual,Diesel,Manual,12.05,2179,120.0,8,590000,2019,Second Owner,Excellent,Active,No,Delhi
18983,Hyundai i20,Hyundai,i20,2,14000,Dealer,Petrol,Manual,18.6,1197,81.83,5,880000,2024,First Owner,Good,Active,No,Lucknow
18984,Volkswagen Vento,Volkswagen,Vento,10,42722,Dealer,Diesel,Manual,20.54,1598,103.6,5,525000,2016,First Owner,Excellent,Active,No,Bangalore
18985,Audi A6,Audi,A6,8,68800,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1775000,2018,First Owner,Excellent,Active,No,Hyderabad
18986,Maruti Baleno,Maruti,Baleno,3,13422,Dealer,Petrol,Automatic,21.4,1197,83.1,5,793000,2023,Third Owner,Good,Active,No,Lucknow
18987,Maruti Ertiga,Maruti,Ertiga,7,70000,Individual,Diesel,Manual,20.77,1248,88.76,7,500000,2019,First Owner,Good,Active,No,Lucknow
18988,Maruti Ciaz,Maruti,Ciaz,2,11564,Dealer,Petrol,Manual,20.73,1373,91.1,5,895000,2024,First Owner,Good,Expired,No,Pune
18989,Honda Amaze,Honda,Amaze,5,56964,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000,2021,First Owner,Excellent,Active,Yes,Kolkata
18990,Mahindra Scorpio,Mahindra,Scorpio,3,57000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1035000,2023,First Owner,Fair,Active,No,Kolkata
18991,Maruti Swift,Maruti,Swift,6,54000,Dealer,Diesel,Manual,28.4,1248,74.0,5,585000,2020,Second Owner,Good,Active,No,Delhi
18992,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,60000,Individual,Petrol,Automatic,11.74,1796,186.0,5,1060000,2017,Second Owner,Excellent,Active,Yes,Delhi
18993,Audi A6,Audi,A6,7,73000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1750000,2019,Second Owner,Good,Active,No,Jaipur
18994,Hyundai i20,Hyundai,i20,11,67000,Dealer,Petrol,Manual,20.35,1197,81.86,5,395000,2015,First Owner,Fair,Expired,No,Ahmedabad
18996,Hyundai Verna,Hyundai,Verna,9,72000,Dealer,Diesel,Manual,22.32,1582,126.32,5,350000,2017,First Owner,Good,Active,No,Hyderabad
18999,Tata Safari,Tata,Safari,8,90000,Dealer,Diesel,Manual,14.0,2179,138.1,7,490000,2018,Second Owner,Excellent,Active,No,Hyderabad
19000,Maruti Wagon R,Maruti,Wagon R,10,70000,Individual,Petrol,Manual,18.9,998,67.1,5,185000,2016,Fourth+ Owner,Excellent,Active,No,Delhi
19001,Honda City,Honda,City,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,600000,2021,First Owner,Good,Active,Yes,Jaipur
19002,Maruti Wagon R,Maruti,Wagon R,11,80000,Individual,Petrol,Manual,18.9,998,67.1,5,163000,2015,First Owner,Good,Active,No,Chennai
19003,Maruti Ignis,Maruti,Ignis,4,32000,Dealer,Diesel,Manual,26.8,1248,74.0,5,545000,2022,Third Owner,Fair,Active,No,Hyderabad
19005,Hyundai Verna,Hyundai,Verna,9,70000,Individual,Diesel,Manual,23.5,1396,88.7,5,475000,2017,First Owner,Excellent,Active,No,Delhi
19006,Ford Ecosport,Ford,Ecosport,6,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,735000,2020,First Owner,Excellent,Active,Yes,Kolkata
19008,Hyundai i20,Hyundai,i20,6,52000,Dealer,Diesel,Manual,21.19,1396,88.73,5,600000,2020,Second Owner,Fair,Active,No,Lucknow
19010,Hyundai Verna,Hyundai,Verna,9,60795,Dealer,Diesel,Manual,22.32,1582,126.3,5,635000,2017,First Owner,Fair,Active,Yes,Delhi
19011,Maruti Celerio,Maruti,Celerio,2,23400,Dealer,Petrol,Manual,21.63,998,67.05,5,515000,2024,Second Owner,Excellent,Active,No,Jaipur
19012,Maruti Alto,Maruti,Alto,3,35112,Dealer,Petrol,Manual,24.7,796,47.3,5,359000,2023,Second Owner,Good,Expired,No,Kolkata
19014,Mahindra KUV,Mahindra,KUV,4,17000,Dealer,Petrol,Manual,18.15,1198,82.0,6,729000,2022,Fourth+ Owner,Excellent,Active,No,Kolkata
19015,Skoda Superb,Skoda,Superb,7,36803,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1125000,2019,Second Owner,Excellent,Expired,No,Delhi
19016,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,66000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1475000,2018,First Owner,Fair,Active,No,Chennai
19017,Maruti Alto,Maruti,Alto,8,90000,Individual,Petrol,Manual,20.92,998,67.1,5,220000,2018,First Owner,Excellent,Active,No,Chennai
19018,Hyundai Grand,Hyundai,Grand,7,73000,Dealer,Diesel,Manual,24.0,1120,70.0,5,335000,2019,First Owner,Fair,Active,No,Hyderabad
19019,BMW 3,BMW,3,10,32000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,880000,2016,First Owner,Excellent,Active,No,Hyderabad
19021,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,57000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2850000,2020,First Owner,Good,Active,Yes,Bangalore
19022,Maruti Eeco,Maruti,Eeco,3,20000,Individual,Petrol,Manual,15.37,1196,73.0,5,350000,2023,First Owner,Excellent,Active,No,Delhi
19023,Honda City,Honda,City,12,120000,Individual,Petrol,Manual,17.0,1497,118.0,5,350000,2014,Second Owner,Fair,Active,No,Delhi
19024,Maruti Celerio,Maruti,Celerio,4,31000,Dealer,Petrol,Manual,21.63,998,67.04,5,499000,2022,Second Owner,Excellent,Active,No,Ahmedabad
19025,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,65000,Dealer,Petrol,Automatic,11.7,1796,178.0,5,1225000,2017,First Owner,Excellent,Active,No,Mumbai
19026,Ford Figo,Ford,Figo,9,40000,Dealer,Diesel,Manual,20.0,1399,68.0,5,395000,2017,First Owner,Fair,Active,Yes,Ahmedabad
19028,Maruti Eeco,Maruti,Eeco,3,36000,Dealer,CNG,Manual,15.1,1196,73.0,5,435000,2023,First Owner,Good,Expired,No,Kolkata
19029,Volkswagen Polo,Volkswagen,Polo,8,54000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,525000,2018,First Owner,Good,Expired,No,Kolkata
19030,Maruti Wagon R,Maruti,Wagon R,16,50000,Individual,Petrol,Manual,18.9,998,67.1,5,75000,2010,First Owner,Excellent,Active,No,Bangalore
19031,Renault KWID,Renault,KWID,5,23500,Dealer,Petrol,Manual,25.17,799,53.3,5,375000,2021,First Owner,Excellent,Active,No,Bangalore
19032,Maruti Alto,Maruti,Alto,11,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,265000,2015,First Owner,Fair,Active,No,Jaipur
19033,Maruti Ignis,Maruti,Ignis,3,15833,Dealer,Petrol,Automatic,20.89,1197,81.8,5,625000,2023,Second Owner,Good,Active,No,Delhi
19034,Maruti Swift,Maruti,Swift,3,43071,Dealer,Diesel,Manual,28.4,1248,74.0,5,750000,2023,First Owner,Fair,Active,No,Lucknow
19035,Maruti Ertiga,Maruti,Ertiga,6,150000,Individual,Diesel,Manual,20.77,1248,88.76,7,530000,2020,Second Owner,Good,Active,Yes,Chennai
19036,Volkswagen Vento,Volkswagen,Vento,5,39428,Dealer,Petrol,Automatic,16.93,1197,103.2,5,651000,2021,Second Owner,Fair,Expired,No,Mumbai
